Data,BDIY,CRY,Cl1,DXY,ECSURPUS,EMUSTRUU,EONIA,GBP,GT10,GTDEM10Y,GTDEM2Y,GTDEM30Y,GTGBP20Y,GTGBP2Y,GTGBP30Y,GTITL10YR,GTITL2YR,GTITL30YR,GTJPY10YR,GTJPY2YR,GTJPY30YR,JPY,LF94TRUU,LF98TRUU,LG30TRUU,LMBITR,LP01TREU,LUACTRUU,LUMSTRUU,MXBR,MXCN,MXEU,MXIN,MXJP,MXRU,MXUS,US0001M,USGG2YR,USGG30YR,USGG3M,VIX,XAUBGNL,Y,Year,period_type
2009-10-27,3013,275.97,79.55,76.135,0.499,629.7556,0.343,1.6334,3.447,3.269,1.293,4.059,4.1196,0.8261,4.1237,4.096,1.536,4.955,1.41,0.286,2.295,91.82,260.9877,1012.44,683.5635,823.8592,185.5161,1869.63,1636.08,3419.28,64.77,84.36,654.9,556.08,805.23,1011.66,0.24375,0.926,4.2759,0.071,24.83,1037.25,0,2009,Normal
2009-11-03,3247,276.49,79.6,76.386,0.282,625.0808,0.397,1.6398,3.467,3.263,1.281,4.03,4.2515,0.8882,4.2413,4.083,1.534,4.959,1.385,0.26,2.229,90.3,260.3436,1006.85,678.8422,821.935,185.9827,1866.57,1638.89,3372.72,61.95,81.81,614.12,545.49,741.59,994.72,0.24125,0.9126,4.3288,0.0406,28.81,1083.88,0,2009,Normal
2009-11-10,3615,272.31,79.05,75.021,0.256,627.5372,0.326,1.671,3.474,3.28,1.239,4.049,4.2945,0.7651,4.2755,4.042,1.47,4.908,1.475,0.27,2.305,89.77,265.8452,1013.34,685.1414,821.6042,187.5145,1873.68,1646.43,3626.92,65.42,85.35,661.52,541.56,815.8,1039.61,0.23906,0.8234,4.4124,0.0578,22.84,1101.4,0,2009,Normal
2009-11-17,4381,277.25,79.14,75.369,0.246,632.5197,0.356,1.6792,3.325,3.283,1.176,3.973,4.198,1.2848,4.1769,4.023,1.428,4.847,1.311,0.246,2.215,89.28,267.0181,1017.56,687.4507,823.4893,188.7414,1893.51,1654.58,3655.24,67.26,87.07,688.24,534.73,831.87,1056.07,0.2375,0.7574,4.2572,0.0537,22.41,1137.95,0,2009,Normal
2009-11-24,4340,272.26,76.02,75.068,0.087,635.6065,0.35,1.6573,3.305,3.254,1.324,3.964,4.1622,1.2391,4.1296,4.047,1.52,4.867,1.3,0.255,2.189,88.54,266.8983,1019.69,689.6445,827.0378,187.9525,1892.94,1659.85,3627.05,65.9,85.87,692.69,516.95,808.23,1050.73,0.23594,0.7263,4.2462,0.0304,20.47,1166.25,0,2009,Normal
2009-12-01,3836,279.34,78.37,74.365,0.099,635.4777,0.342,1.6622,3.284,3.152,1.238,3.898,4.1446,1.1499,4.1236,3.987,1.523,4.839,1.202,0.179,2.11,86.63,270.1947,1020.3,689.8418,829.9488,186.5147,1897.26,1659.84,3698.56,65.58,85.41,696.14,534.27,792.42,1054.09,0.23531,0.671,4.2735,0.0406,21.92,1197.15,0,2009,Normal
2009-12-08,3902,271.9,72.62,76.31,0.136,636.0571,0.339,1.6296,3.382,3.14,1.23,3.903,4.2653,1.1493,4.2507,3.968,1.523,4.808,1.275,0.191,2.218,88.3,265.0438,1029.9,692.0941,834.3358,188.0836,1899.22,1659.6,3588.33,65.98,84.81,699.33,560.83,748.11,1037.81,0.23469,0.7181,4.3739,0.0203,23.69,1146.65,0,2009,Normal
2009-12-15,3518,274.27,70.69,76.961,0.186,636.4538,0.353,1.6239,3.588,3.236,1.257,3.994,4.4149,1.2502,4.3727,4.035,1.55,4.858,1.289,0.175,2.27,89.85,261.8765,1039.56,696.2659,832.6594,189.0191,1895.56,1650.84,3653.09,65.11,85.96,683.96,553.15,773.79,1053.66,0.2325,0.8468,4.5214,0.0406,21.49,1122.31,0,2009,Normal
2009-12-22,3063,274.89,74.4,78.25,0.128,636.4803,0.343,1.5983,3.756,3.264,1.185,3.99,4.4059,1.2431,4.354,4.027,1.45,4.788,1.259,0.171,2.274,91.7,259.0036,1046.41,697.7023,832.1691,190.4645,1889.69,1644.86,3474.72,62.27,87.36,678.96,565.45,785.41,1063.74,0.23188,0.9049,4.61,0.07,19.54,1089.8,0,2009,Normal
2009-12-29,3005,283.73,78.87,77.831,0.018,636.3644,0.302,1.592,3.799,3.368,1.29,4.091,4.5478,1.3804,4.4897,4.103,1.525,4.825,1.305,0.161,2.296,92.07,258.9979,1050.28,701.0172,832.0873,190.3734,1886.88,1640.38,3618.74,63.74,88.37,705.57,574.35,798.99,1071.7,0.23125,1.0792,4.637,0.0821,20.01,1097.88,0,2009,Pre-Crisis
2010-01-05,3270,289.41,81.77,77.619,0.045,640.2353,0.41,1.6004,3.763,3.373,1.286,4.083,4.4795,1.3231,4.4439,4.101,1.51,4.822,1.335,0.16,2.299,91.56,260.7601,1061.52,708.5426,832.7256,193.2905,1905.72,1647.51,3754.74,66.71,89.54,718.61,577.0,811.3,1081.73,0.23344,1.008,4.6091,0.0608,19.35,1121.35,0,2010,Pre-Crisis
2010-01-12,3160,284.52,80.79,76.954,-0.092,647.9719,0.347,1.617,3.713,3.313,1.21,4.075,4.4026,1.1887,4.4037,4.055,1.644,4.894,1.36,0.175,2.319,90.81,263.4432,1075.25,720.6001,833.983,198.8232,1914.62,1652.92,3714.56,66.77,89.06,710.61,599.34,851.69,1081.4,0.23313,0.9034,4.6171,0.0385,18.25,1137.8,0,2010,Pre-Crisis
2010-01-19,3208,283.25,79.02,77.5,-0.182,646.0851,0.316,1.6377,3.694,3.277,1.178,4.041,4.447,1.3129,4.4239,4.063,1.659,4.874,1.335,0.165,2.308,91.06,261.6518,1074.52,718.4244,835.7495,199.7437,1912.77,1656.21,3636.48,65.08,90.39,713.82,596.12,872.94,1095.0,0.23063,0.8862,4.5873,0.0436,17.58,1139.75,0,2010,Pre-Crisis
2010-01-26,3205,273.88,74.71,78.432,-0.164,643.6673,0.322,1.6154,3.621,3.207,1.119,3.987,4.3852,1.196,4.3772,4.024,1.639,4.864,1.325,0.165,2.29,89.66,259.8912,1064.74,711.008,835.9689,198.3639,1912.5,1659.14,3286.23,59.35,86.59,681.06,574.87,795.8,1040.81,0.23063,0.8033,4.5528,0.0608,24.55,1099.8,1,2010,Crisis
2010-02-02,2691,273.19,77.23,79.014,-0.127,641.5139,0.326,1.5973,3.642,3.195,1.127,3.929,4.4158,1.2171,4.3944,4.056,1.815,4.859,1.355,0.164,2.325,90.4,258.9407,1065.52,709.8827,836.9036,198.0022,1915.86,1662.28,3356.14,59.95,87.0,658.22,573.4,834.35,1050.93,0.22906,0.8512,4.5588,0.0872,21.48,1116.85,1,2010,Crisis
2010-02-09,2706,265.12,73.75,79.863,-0.039,637.7485,0.312,1.5702,3.647,3.152,1.036,3.868,4.4815,1.2225,4.4547,4.053,1.763,4.848,1.346,0.165,2.321,89.53,254.6947,1053.32,701.242,840.3905,196.7278,1905.94,1663.93,3206.18,58.29,83.05,652.03,552.1,767.97,1019.64,0.22844,0.827,4.5835,0.0963,26.0,1077.18,0,2010,Post-Crisis
2010-02-16,2598,274.77,77.01,79.7,0.004,640.7409,0.318,1.5774,3.659,3.205,0.972,3.954,4.5883,1.161,4.5673,4.06,1.542,4.884,1.33,0.165,2.353,90.23,253.7366,1047.22,698.116,841.1012,195.128,1903.99,1663.32,3284.84,60.14,84.88,664.87,554.61,788.8,1043.29,0.22875,0.8022,4.6318,0.0862,22.25,1117.03,0,2010,Post-Crisis
2010-02-23,2724,272.36,78.86,80.85,0.022,643.1985,0.33,1.5425,3.685,3.167,1.008,3.901,4.7165,1.0665,4.6752,4.029,1.48,4.859,1.34,0.16,2.34,90.28,251.4977,1065.05,706.6678,841.9273,197.9172,1915.04,1661.86,3322.37,60.77,85.65,664.78,568.85,785.17,1042.82,0.22875,0.826,4.6298,0.1045,21.37,1102.36,0,2010,Post-Crisis
2010-03-02,2792,275.14,79.68,80.521,-0.135,652.0758,0.319,1.4977,3.606,3.116,0.948,3.879,4.5789,0.9986,4.568,3.969,1.378,4.88,1.304,0.165,2.319,89.02,252.0392,1073.69,712.9129,844.2251,198.7909,1927.71,1666.15,3481.78,62.36,87.04,684.55,565.3,797.25,1065.61,0.22813,0.7879,4.5671,0.1197,19.06,1137.45,0,2010,Post-Crisis
2010-03-09,3210,274.79,81.49,80.592,-0.151,658.4631,0.316,1.5,3.702,3.132,0.984,3.93,4.5726,1.2376,4.5765,3.935,1.374,4.93,1.313,0.15,2.315,89.93,251.844,1086.28,721.8981,846.469,202.0688,1925.4,1670.28,3551.8,63.43,89.15,697.63,579.41,827.49,1086.33,0.23,0.867,4.6755,0.145,17.92,1124.04,0,2010,Normal
2010-03-16,3498,273.54,81.7,79.753,-0.1,664.3392,0.337,1.518,3.651,3.139,1.009,3.91,4.604,1.2067,4.607,3.934,1.394,4.867,1.35,0.15,2.312,90.58,255.0625,1090.94,727.7825,847.2801,203.9596,1936.98,1673.17,3637.29,62.69,89.92,710.67,587.71,841.13,1104.55,0.23031,0.9073,4.5871,0.1552,17.69,1122.6,0,2010,Normal
2010-03-23,3280,271.71,81.91,80.896,-0.104,666.7914,0.338,1.5034,3.687,3.056,0.96,3.834,4.5204,1.182,4.5395,3.91,1.344,4.863,1.355,0.15,2.28,90.37,253.5701,1096.24,729.8841,847.0467,205.6555,1938.82,1673.77,3559.69,62.59,90.88,712.62,593.8,824.47,1117.88,0.24719,0.973,4.6054,0.1247,16.35,1102.15,0,2010,Normal
2010-03-30,2982,273.72,82.37,81.47,-0.043,666.4335,0.334,1.5069,3.859,3.11,0.97,3.852,4.5378,1.1926,4.5776,3.897,1.35,4.84,1.4,0.175,2.315,92.8,252.6554,1101.41,732.6643,841.589,208.1356,1927.05,1664.43,3565.1,64.28,91.53,716.04,613.79,843.38,1116.87,0.24788,1.0554,4.7457,0.145,17.13,1104.85,0,2010,Normal
2010-04-06,2981,278.52,86.84,81.387,0.035,668.0201,0.325,1.5232,3.952,3.143,0.979,3.837,4.5301,1.2204,4.5576,4.013,1.386,4.818,1.405,0.171,2.254,93.89,253.2481,1104.81,735.2709,841.4959,209.5718,1921.22,1655.31,3693.65,65.22,93.37,731.28,620.94,881.45,1132.75,0.24863,1.136,4.8324,0.1633,16.23,1136.18,0,2010,Pre-Crisis
2010-04-13,2928,277.35,84.05,80.507,0.071,671.9796,0.325,1.5368,3.822,3.146,0.972,3.875,4.5743,1.1542,4.5901,3.98,1.348,4.813,1.385,0.165,2.231,93.18,256.2144,1112.98,742.6369,843.2241,211.2959,1945.22,1669.03,3660.59,66.15,93.18,726.87,617.79,882.53,1140.1,0.25298,1.0484,4.6813,0.145,16.2,1152.38,0,2010,Pre-Crisis
2010-04-20,2998,275.78,83.45,81.049,0.11,676.7839,0.334,1.5355,3.801,3.098,0.893,3.845,4.5734,1.1586,4.5846,3.962,1.304,4.815,1.33,0.165,2.216,93.28,255.6271,1120.62,747.8769,847.5099,213.482,1950.64,1668.59,3624.63,64.48,93.57,713.0,607.12,872.22,1149.8,0.2575,1.0081,4.6734,0.141,15.73,1138.88,0,2010,Pre-Crisis
2010-04-27,3203,273.18,82.44,82.146,0.184,677.019,0.338,1.5288,3.69,2.939,0.804,3.625,4.5283,1.2242,4.565,4.048,1.772,4.869,1.315,0.169,2.161,93.07,255.0605,1126.76,749.6822,851.6015,213.7115,1961.39,1673.87,3464.03,63.66,90.69,722.55,622.22,859.72,1127.62,0.26469,0.9506,4.5763,0.14,22.81,1161.25,0,2010,Pre-Crisis
2010-05-04,3352,271.6,82.74,83.299,0.48,674.6945,0.337,1.5171,3.592,2.949,0.713,3.638,4.3624,1.0926,4.4164,4.007,1.882,4.872,1.29,0.17,2.13,94.38,254.5712,1125.67,745.9723,852.4878,213.1674,1971.29,1675.53,3344.59,62.38,87.73,700.55,615.79,809.77,1117.0,0.28,0.9363,4.4123,0.1562,23.84,1169.86,1,2010,Crisis
2010-05-11,3822,264.95,76.37,84.467,0.517,662.1573,0.321,1.4991,3.525,2.937,0.579,3.754,4.4358,1.1155,4.4908,3.953,1.588,4.93,1.32,0.17,2.17,93.07,251.5304,1101.92,727.288,853.424,208.6368,1951.66,1681.92,3296.48,60.17,87.72,698.2,580.53,763.67,1098.84,0.34,0.8315,4.4197,0.1471,28.32,1219.85,1,2010,Crisis
2010-05-18,3882,254.93,69.41,87.162,0.521,667.2203,0.339,1.4434,3.348,2.831,0.561,3.605,4.3716,0.9251,4.4392,3.898,1.573,4.88,1.305,0.169,2.195,92.52,248.3949,1103.26,726.1533,855.5171,208.5129,1976.14,1691.54,3113.21,59.51,87.16,687.39,569.84,771.23,1065.95,0.33894,0.7249,4.2289,0.1603,33.55,1216.53,1,2010,Crisis
2010-05-25,4187,248.79,68.75,86.779,0.431,653.5476,0.303,1.4359,3.16,2.578,0.472,3.3,4.1102,0.8442,4.1521,3.958,1.858,4.912,1.221,0.165,2.083,89.87,246.7231,1074.2,705.3582,860.02,201.1682,1971.46,1696.15,2852.7,55.74,80.61,650.1,535.29,656.44,1021.27,0.34525,0.7548,4.057,0.1532,34.61,1197.15,1,2010,Crisis
2010-06-01,4074,252.41,72.58,86.643,0.46,658.4022,0.338,1.4672,3.261,2.675,0.499,3.354,4.242,0.898,4.2912,4.173,2.04,5.056,1.254,0.166,2.1,91.14,248.5566,1084.56,712.773,858.4728,204.2885,1957.18,1694.52,3091.82,58.33,85.16,673.78,547.91,730.61,1018.23,0.35125,0.7658,4.179,0.146,35.54,1225.11,1,2010,Crisis
2010-06-08,3579,250.08,71.99,88.394,0.418,656.9776,0.322,1.4428,3.188,2.512,0.455,3.25,4.1668,0.791,4.2415,4.293,2.221,5.325,1.239,0.155,2.07,91.35,243.9386,1081.33,707.1433,858.2225,203.1995,1966.69,1703.93,3003.78,58.03,83.33,674.06,533.8,701.28,1009.62,0.35,0.742,4.1103,0.1065,33.7,1243.9,1,2010,Crisis
2010-06-15,3020,263.5,76.94,85.981,0.341,663.1177,0.326,1.4815,3.304,2.674,0.509,3.395,4.2293,0.8698,4.3128,4.041,1.825,5.077,1.235,0.16,2.055,91.39,248.0106,1086.11,714.3342,854.3675,204.0982,1952.61,1701.65,3235.91,59.98,88.16,705.97,546.46,748.04,1061.38,0.34969,0.75,4.2195,0.071,25.87,1233.3,1,2010,Crisis
2010-06-22,2547,262.68,77.21,86.106,0.233,673.5082,0.368,1.4845,3.168,2.692,0.581,3.398,4.1616,0.7841,4.2336,4.018,1.864,5.019,1.195,0.156,2.036,90.57,250.5756,1106.03,726.9605,854.7081,207.8327,1979.35,1710.96,3303.55,62.64,89.1,718.62,555.34,762.14,1041.9,0.34719,0.6768,4.1004,0.1126,27.05,1241.3,1,2010,Crisis
2010-06-29,2447,256.27,75.94,86.025,0.203,672.6883,0.321,1.5086,2.951,2.559,0.548,3.294,4.1707,0.784,4.2421,4.13,2.124,5.09,1.118,0.155,1.926,88.59,249.9129,1100.45,723.1424,858.0951,207.2711,1996.84,1714.36,3079.86,60.25,84.57,711.26,528.58,713.24,989.66,0.34719,0.5935,3.9316,0.1369,34.13,1243.2,1,2010,Crisis
2010-07-06,2127,253.8,71.98,84.083,-0.025,673.853,0.437,1.517,2.932,2.589,0.648,3.292,4.0839,0.7471,4.1314,4.065,1.937,4.999,1.135,0.15,1.885,87.44,253.6576,1102.41,727.802,860.823,206.8201,2003.68,1715.37,3157.58,60.0,84.13,713.68,525.26,724.53,977.57,0.34625,0.6091,3.89,0.1603,29.65,1193.8,0,2010,Post-Crisis
2010-07-13,1790,261.91,77.15,83.643,-0.055,681.9697,0.394,1.5153,3.123,2.641,0.728,3.306,4.1361,0.7725,4.1927,4.064,1.829,5.063,1.135,0.151,1.911,88.3,253.3561,1117.41,737.7285,863.4502,208.7191,1995.28,1715.58,3269.87,61.16,88.74,727.28,531.27,757.41,1041.52,0.34094,0.6651,4.1063,0.142,24.56,1215.25,0,2010,Pre-Crisis
2010-07-20,1761,261.52,77.44,82.747,-0.118,687.1318,0.556,1.5283,2.95,2.636,0.775,3.332,4.1682,0.7931,4.2188,4.001,1.723,5.017,1.1,0.149,1.87,87.23,253.732,1123.48,744.115,866.8208,209.798,2018.72,1720.09,3262.48,60.63,85.46,723.13,517.13,741.99,1030.64,0.33688,0.5764,3.9789,0.145,23.93,1191.23,0,2010,Pre-Crisis
2010-07-27,1869,264.46,77.5,82.185,-0.123,697.1496,0.5,1.5566,3.05,2.77,0.876,3.431,4.3366,0.9467,4.3892,3.974,1.73,4.939,1.06,0.15,1.786,87.85,254.571,1136.92,755.5651,868.7811,213.6394,2020.64,1725.31,3381.11,62.54,89.48,730.69,525.78,791.93,1058.91,0.325,0.6332,4.0787,0.142,23.19,1160.0,0,2010,Pre-Crisis
2010-08-03,1964,276.63,82.55,80.596,-0.11,704.1237,0.423,1.593,2.91,2.607,0.725,3.329,4.152,0.7786,4.2189,3.873,1.642,4.87,1.044,0.155,1.724,85.78,262.4346,1142.34,763.0226,870.4908,216.5038,2039.08,1728.74,3467.3,63.8,90.87,730.67,535.76,810.36,1064.88,0.30281,0.5301,4.0488,0.1359,22.63,1187.05,0,2010,Pre-Crisis
2010-08-10,2212,272.28,80.25,80.799,-0.102,713.1351,0.349,1.5793,2.761,2.537,0.705,3.26,4.1502,0.7741,4.2237,3.854,1.665,4.844,1.04,0.145,1.695,85.81,261.3992,1145.15,765.2479,873.9343,217.4402,2048.94,1729.75,3425.29,63.11,90.13,733.89,532.65,795.14,1065.81,0.29,0.5212,4.0044,0.14,22.37,1196.95,1,2010,Crisis
2010-08-17,2515,270.19,75.77,82.226,-0.106,715.8182,0.449,1.5578,2.634,2.363,0.668,3.022,3.9536,0.7027,4.0496,3.825,1.635,4.78,0.946,0.136,1.59,85.51,260.7107,1138.89,760.3967,880.2963,217.3449,2067.22,1726.02,3451.78,62.51,89.67,724.99,515.01,783.44,1039.32,0.26938,0.4961,3.7632,0.1481,24.33,1226.35,1,2010,Crisis
2010-08-24,2861,262.46,71.63,83.146,-0.141,725.2849,0.428,1.5462,2.49,2.18,0.586,2.776,3.7766,0.5978,3.8923,3.752,1.639,4.635,0.929,0.125,1.58,84.1,260.7369,1139.46,761.5799,887.059,219.1028,2085.36,1723.8,3280.24,61.41,86.53,737.38,509.84,743.66,1000.89,0.26375,0.4623,3.5605,0.145,27.46,1230.15,1,2010,Crisis
2010-08-31,2713,264.19,71.92,83.202,-0.233,714.8071,0.39,1.5339,2.47,2.116,0.59,2.644,3.6949,0.6462,3.8169,3.826,1.749,4.649,0.971,0.126,1.695,84.12,262.6676,1139.06,759.8002,889.5184,218.1377,2077.99,1730.06,3319.14,60.99,87.19,720.47,500.77,755.89,998.28,0.25938,0.4694,3.5155,0.1268,26.05,1248.45,0,2010,Post-Crisis
2010-09-07,2918,273.81,74.09,82.82,-0.27,717.0993,0.36,1.533,2.596,2.255,0.573,2.845,3.8257,0.6548,3.9429,3.797,1.779,4.729,1.15,0.146,1.928,83.73,262.2566,1147.45,765.3449,887.4454,220.04,2074.11,1729.56,3458.63,63.72,90.11,748.99,520.1,770.83,1038.88,0.25766,0.4784,3.6616,0.1247,23.8,1256.66,0,2010,Post-Crisis
2010-09-14,2940,280.13,76.8,81.08,-0.314,714.1197,0.415,1.5571,2.681,2.371,0.72,2.964,3.9706,0.6769,4.0901,3.871,1.76,4.8,1.136,0.15,2.025,83.0,264.46,1159.8,773.8685,885.6353,222.7952,2075.32,1726.91,3522.92,64.5,92.38,772.81,520.32,796.3,1066.82,0.25734,0.4954,3.7993,0.1349,21.56,1269.98,0,2010,Post-Crisis
2010-09-21,2562,278.36,73.52,80.439,-0.307,717.5742,0.448,1.5545,2.574,2.453,0.796,3.044,4.0163,0.7105,4.1424,3.934,1.815,4.871,1.056,0.135,1.93,85.38,265.0861,1167.92,780.7397,886.393,223.9854,2080.67,1726.79,3467.89,65.1,91.88,800.53,530.45,784.73,1084.86,0.25625,0.4155,3.7845,0.1501,22.35,1273.41,0,2010,Post-Crisis
2010-09-28,2504,284.35,76.18,79.014,-0.272,723.5881,0.434,1.5798,2.467,2.246,0.733,2.868,3.7754,0.6526,3.9068,3.937,1.871,4.837,0.97,0.14,1.834,83.74,271.0715,1170.39,786.9638,889.3906,223.4875,2096.31,1725.11,3596.73,65.2,90.94,799.6,525.71,785.77,1093.15,0.25625,0.43,3.6579,0.142,22.6,1309.4,0,2010,Normal
2010-10-05,2569,288.42,82.82,77.749,-0.302,730.2757,0.721,1.5901,2.474,2.279,0.803,2.86,3.8225,0.6618,3.9632,3.821,1.809,4.758,0.918,0.123,1.83,83.25,273.3786,1181.36,796.9659,885.7077,224.7385,2098.41,1727.86,3779.53,67.11,90.52,818.46,520.24,834.65,1105.72,0.25688,0.3987,3.7472,0.1075,21.76,1340.15,0,2010,Normal
2010-10-12,2719,297.83,81.67,77.363,-0.327,737.6652,0.396,1.5791,2.433,2.243,0.776,2.84,3.7924,0.6321,3.9502,3.73,1.663,4.698,0.86,0.13,1.889,81.84,275.7203,1190.55,804.4046,890.0232,227.0638,2105.45,1737.97,3788.07,68.2,90.95,812.58,516.41,832.97,1114.38,0.25625,0.367,3.8192,0.1146,18.93,1347.2,0,2010,Normal
2010-10-19,2744,292.98,79.49,78.184,-0.246,738.1058,0.745,1.5732,2.477,2.414,0.897,3.005,3.9627,0.6461,4.1254,3.795,1.719,4.708,0.89,0.14,1.966,81.52,274.2421,1193.9,805.9331,888.911,227.2373,2096.89,1740.97,3687.56,70.44,91.91,805.37,522.92,824.83,1110.4,0.25625,0.3589,3.9131,0.1298,20.63,1340.94,0,2010,Normal
2010-10-26,2778,301.29,82.55,77.708,-0.235,738.441,0.849,1.5838,2.641,2.507,1.011,2.982,3.9725,0.7208,4.1174,3.823,1.807,4.691,0.91,0.145,1.929,81.38,274.4603,1200.67,810.3642,887.0481,228.0017,2089.32,1738.92,3712.06,70.15,92.46,810.9,512.81,851.32,1130.12,0.25625,0.3913,3.9946,0.1217,20.22,1339.1,0,2010,Normal
2010-11-02,2600,304.98,83.9,76.722,-0.159,741.8604,0.724,1.6026,2.588,2.47,0.991,2.904,3.9861,0.6894,4.1252,3.962,2.094,4.793,0.949,0.145,1.955,80.72,276.596,1205.3,815.0802,885.3526,228.0687,2101.8,1743.38,3747.73,70.22,92.73,814.71,504.07,850.24,1138.8,0.25375,0.3435,3.9266,0.1126,21.57,1356.54,0,2010,Normal
2010-11-09,2467,319.11,86.72,77.443,-0.061,744.9028,0.365,1.6039,2.658,2.407,0.928,2.928,4.0183,0.7117,4.1578,4.033,2.244,4.912,0.98,0.145,2.005,81.17,275.6184,1216.56,820.1804,880.8858,227.2637,2090.64,1742.09,3795.27,72.64,94.78,839.2,527.47,882.41,1157.79,0.25344,0.4387,4.2466,0.1146,19.08,1422.8,0,2010,Normal
2010-11-16,2219,296.22,82.34,79.21,-0.068,730.001,0.791,1.5868,2.842,2.622,1.057,3.143,4.2265,1.0902,4.3362,4.224,2.328,5.093,1.036,0.155,2.06,83.47,268.0312,1199.63,805.4303,863.3359,225.4665,2071.93,1735.63,3584.22,68.6,92.23,796.19,532.56,828.89,1124.51,0.25344,0.4957,4.2648,0.1278,22.58,1337.48,0,2010,Normal
2010-11-23,2199,297.69,81.25,79.681,-0.075,728.1121,0.545,1.5811,2.775,2.552,0.93,3.062,4.1513,0.9688,4.2318,4.266,2.411,5.055,1.135,0.17,2.125,82.84,269.2127,1195.15,800.4772,865.6835,223.2913,2082.14,1744.92,3525.52,67.1,91.35,786.67,549.73,826.87,1127.77,0.25344,0.4529,4.1901,0.1308,20.63,1380.05,0,2010,Normal
2010-11-30,2099,301.41,84.11,81.195,-0.077,722.1823,0.446,1.5582,2.799,2.67,0.856,3.107,4.1395,0.913,4.2226,4.667,2.982,5.386,1.194,0.2,2.109,83.61,263.4966,1189.62,790.2238,867.9634,218.8551,2077.99,1737.22,3527.84,67.0,90.73,774.12,540.09,838.89,1127.5,0.2575,0.4528,4.1104,0.1552,23.54,1388.53,0,2010,Normal
2010-12-07,2173,315.62,88.69,79.857,0.033,725.3626,0.414,1.5767,3.128,2.948,0.869,3.42,4.3414,1.037,4.3971,4.519,2.399,5.317,1.178,0.189,2.2,83.27,264.1264,1201.46,801.5151,862.6191,221.6144,2047.21,1724.57,3681.81,68.28,94.81,790.28,550.66,917.87,1168.81,0.265,0.5318,4.3674,0.1318,17.99,1408.68,0,2010,Normal
2010-12-14,2069,319.51,88.28,79.367,0.04,719.9781,0.627,1.5803,3.475,3.026,1.084,3.502,4.3994,1.2144,4.4665,4.616,2.549,5.352,1.255,0.236,2.196,83.42,262.439,1201.57,800.8892,844.3112,220.9988,2027.52,1712.57,3637.63,67.89,96.12,785.34,564.41,919.86,1185.09,0.26031,0.6528,4.5288,0.1318,17.61,1403.46,0,2010,Normal
2010-12-21,1886,326.8,89.82,80.718,0.16,715.995,0.432,1.5469,3.305,2.986,1.036,3.433,4.2268,1.2024,4.2854,4.657,2.627,5.411,1.183,0.214,2.115,83.76,263.1929,1203.57,798.8509,851.3849,221.4793,2045.55,1722.32,3619.84,66.43,97.26,793.9,567.06,924.49,1197.99,0.26063,0.6055,4.4183,0.1268,16.49,1387.98,0,2010,Normal
2010-12-28,1773,331.43,91.49,80.365,0.172,715.3205,0.396,1.5381,3.481,2.976,0.891,3.411,4.2217,1.2236,4.2785,4.752,2.659,5.385,1.141,0.21,2.055,82.15,262.4859,1207.55,800.8661,850.9265,221.8758,2030.93,1713.93,3631.57,65.04,96.79,792.18,565.37,930.47,1201.31,0.26063,0.7433,4.5319,0.1379,17.52,1405.03,0,2010,Normal
2011-01-04,1693,327.73,89.38,79.444,0.3,723.0009,0.817,1.559,3.331,2.891,0.824,3.345,4.2025,1.1435,4.2635,4.63,2.655,5.34,1.17,0.185,2.046,81.81,266.7192,1218.41,810.3147,852.3087,223.4547,2058.52,1726.98,3798.97,68.4,96.98,813.31,570.43,933.56,1212.59,0.26063,0.6171,4.4106,0.1298,17.38,1376.59,0,2011,Normal
2011-01-11,1480,331.46,91.11,80.846,0.452,722.4571,0.38,1.5618,3.341,2.925,0.894,3.417,4.3332,1.2945,4.393,4.798,2.681,5.541,1.195,0.175,2.115,83.33,263.2793,1223.24,808.5251,847.1632,224.8934,2059.23,1726.26,3746.86,68.07,97.57,758.83,579.52,944.86,1217.42,0.26125,0.585,4.4876,0.145,16.89,1382.24,0,2011,Normal
2011-01-18,1432,333.78,91.38,78.962,0.519,724.7039,0.361,1.596,3.368,3.115,1.199,3.504,4.4024,1.373,4.4604,4.771,2.584,5.454,1.23,0.2,2.2,82.77,267.2407,1229.37,817.9841,833.7676,227.3521,2060.06,1728.04,3804.9,68.39,99.19,756.18,582.07,992.55,1237.22,0.26125,0.5845,4.563,0.145,15.87,1367.68,0,2011,Normal
2011-01-25,1292,327.57,86.19,78.002,0.628,723.1357,0.824,1.5816,3.33,3.144,1.267,3.569,4.3822,1.1883,4.4426,4.728,2.587,5.434,1.259,0.205,2.161,82.39,267.7394,1234.29,822.506,842.1925,227.6423,2069.71,1730.11,3730.23,66.9,96.94,751.67,580.83,964.6,1232.92,0.26,0.576,4.4896,0.145,17.59,1333.33,0,2011,Normal
2011-02-01,1084,342.17,90.77,77.067,0.63,718.6063,1.04,1.6137,3.441,3.219,1.405,3.651,4.4142,1.3874,4.4724,4.634,2.43,5.414,1.236,0.206,2.175,81.38,270.3436,1239.52,825.1836,844.0537,228.5352,2058.09,1725.24,3683.99,66.45,98.39,712.73,570.83,1000.35,1248.97,0.26,0.6013,4.6165,0.1501,17.63,1341.99,0,2011,Normal
